skill_name,domain,attack_id,technique_name,is_subtechnique,attack_url,stix_id,attack_version,modified
attack-ent-t1137-005-outlook-rules,enterprise,T1137.005,Outlook Rules,true,https://attack.mitre.org/techniques/T1137/005,attack-pattern--3d1b9d7e-3921-4d25-845a-7d9f15c0da44,1.2,2025-10-24T17:48:41.026Z
attack-ent-t1137-006-add-ins,enterprise,T1137.006,Add-ins,true,https://attack.mitre.org/techniques/T1137/006,attack-pattern--34f1d81d-fe88-4f97-bd3b-a3164536255d,1.2,2025-10-24T17:48:37.911Z
attack-ent-t1140-deobfuscate-decode-files-or-informat,enterprise,T1140,Deobfuscate/Decode Files or Information,false,https://attack.mitre.org/techniques/T1140,attack-pattern--3ccef7ae-cb5e-48f6-8302-897105fbf55c,2.0,2026-04-15T19:58:25.069Z
attack-ent-t1176-software-extensions,enterprise,T1176,Software Extensions,false,https://attack.mitre.org/techniques/T1176,attack-pattern--389735f1-f21c-4208-b8f0-f8031e7169b8,2.0,2025-10-24T17:48:39.525Z
attack-ent-t1176-001-browser-extensions,enterprise,T1176.001,Browser Extensions,true,https://attack.mitre.org/techniques/T1176/001,attack-pattern--278716b1-61ce-4a74-8d17-891d0c494101,1.1,2025-09-22T17:00:42.545Z
attack-ent-t1176-002-ide-extensions,enterprise,T1176.002,IDE Extensions,true,https://attack.mitre.org/techniques/T1176/002,attack-pattern--66b34be7-6915-4b83-8d5a-b0f0592b5e41,1.0,2025-04-23T12:40:46.664Z
attack-ent-t1185-browser-session-hijacking,enterprise,T1185,Browser Session Hijacking,false,https://attack.mitre.org/techniques/T1185,attack-pattern--544b0346-29ad-41e1-a808-501bb4193f47,2.1,2025-10-24T17:48:48.383Z
attack-ent-t1187-forced-authentication,enterprise,T1187,Forced Authentication,false,https://attack.mitre.org/techniques/T1187,attack-pattern--b77cf5f3-6060-475d-bd60-40ccbf28fdc2,1.4,2025-10-24T17:49:16.134Z
attack-ent-t1189-drive-by-compromise,enterprise,T1189,Drive-by Compromise,false,https://attack.mitre.org/techniques/T1189,attack-pattern--d742a578-d70e-4d0e-96a6-02a9c30204e6,1.7,2025-10-24T17:49:28.067Z
attack-ent-t1190-exploit-public-facing-application,enterprise,T1190,Exploit Public-Facing Application,false,https://attack.mitre.org/techniques/T1190,attack-pattern--3f886f2a-874f-4333-b794-aa6075009b1c,2.8,2025-10-24T17:48:41.788Z
attack-ent-t1195-supply-chain-compromise,enterprise,T1195,Supply Chain Compromise,false,https://attack.mitre.org/techniques/T1195,attack-pattern--3f18edba-28f4-4bb9-82c3-8aa60dcac5f7,1.7,2025-10-24T17:48:41.675Z
attack-ent-t1195-001-compromise-software-dependencies-and,enterprise,T1195.001,Compromise Software Dependencies and Development Tools,true,https://attack.mitre.org/techniques/T1195/001,attack-pattern--191cc6af-1bb2-4344-ab5f-28e496638720,1.3,2025-10-24T17:48:27.436Z
attack-ent-t1195-002-compromise-software-supply-chain,enterprise,T1195.002,Compromise Software Supply Chain,true,https://attack.mitre.org/techniques/T1195/002,attack-pattern--bd369cd9-abb8-41ce-b5bb-fff23ee86c00,1.1,2025-10-24T17:49:18.341Z
attack-ent-t1195-003-compromise-hardware-supply-chain,enterprise,T1195.003,Compromise Hardware Supply Chain,true,https://attack.mitre.org/techniques/T1195/003,attack-pattern--39131305-9282-45e4-ac3b-591d2d4fc3ef,1.1,2025-10-24T17:48:39.693Z
attack-ent-t1197-bits-jobs,enterprise,T1197,BITS Jobs,false,https://attack.mitre.org/techniques/T1197,attack-pattern--c8e87b83-edbb-48d4-9295-4974897525b7,2.0,2026-04-15T19:57:02.003Z
attack-ent-t1199-trusted-relationship,enterprise,T1199,Trusted Relationship,false,https://attack.mitre.org/techniques/T1199,attack-pattern--9fa07bef-9c81-421e-a8e5-ad4366c5a925,2.4,2025-11-12T15:42:52.705Z
attack-ent-t1200-hardware-additions,enterprise,T1200,Hardware Additions,false,https://attack.mitre.org/techniques/T1200,attack-pattern--d40239b3-05ff-46d8-9bdd-b46d13463ef9,1.7,2025-10-24T17:49:26.803Z
attack-ent-t1201-password-policy-discovery,enterprise,T1201,Password Policy Discovery,false,https://attack.mitre.org/techniques/T1201,attack-pattern--b6075259-dba3-44e9-87c7-e954f37ec0d5,1.7,2025-10-24T17:49:15.781Z
attack-ent-t1202-indirect-command-execution,enterprise,T1202,Indirect Command Execution,false,https://attack.mitre.org/techniques/T1202,attack-pattern--3b0e52ce-517a-4614-a523-1bd5deef6c5e,2.0,2026-04-15T20:31:14.152Z
attack-ent-t1203-exploitation-for-client-execution,enterprise,T1203,Exploitation for Client Execution,false,https://attack.mitre.org/techniques/T1203,attack-pattern--be2dcee9-a7a7-4e38-afd6-21b31ecc3d63,1.5,2025-10-24T17:49:18.695Z
attack-ent-t1204-user-execution,enterprise,T1204,User Execution,false,https://attack.mitre.org/techniques/T1204,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5,1.8,2025-10-24T17:49:04.940Z
attack-ent-t1204-001-malicious-link,enterprise,T1204.001,Malicious Link,true,https://attack.mitre.org/techniques/T1204/001,attack-pattern--ef67e13e-5598-4adc-bdb2-998225874fa9,1.2,2025-10-24T17:49:35.144Z
attack-ent-t1204-002-malicious-file,enterprise,T1204.002,Malicious File,true,https://attack.mitre.org/techniques/T1204/002,attack-pattern--232b7f21-adf9-4b42-b936-b9d6f7df856e,1.6,2025-10-24T17:48:31.674Z
attack-ent-t1204-003-malicious-image,enterprise,T1204.003,Malicious Image,true,https://attack.mitre.org/techniques/T1204/003,attack-pattern--b0c74ef9-c61e-4986-88cb-78da98a355ec,1.2,2025-10-24T17:49:13.999Z
attack-ent-t1204-004-malicious-copy-and-paste,enterprise,T1204.004,Malicious Copy and Paste,true,https://attack.mitre.org/techniques/T1204/004,attack-pattern--e261a979-f354-41a8-963e-6cadac27c4bf,1.1,2026-03-27T20:05:57.921Z
attack-ent-t1204-005-malicious-library,enterprise,T1204.005,Malicious Library,true,https://attack.mitre.org/techniques/T1204/005,attack-pattern--73b24a10-6bf4-4af1-a81e-67b8bcb6c4e6,1.0,2025-05-22T21:22:40.822Z
attack-ent-t1205-traffic-signaling,enterprise,T1205,Traffic Signaling,false,https://attack.mitre.org/techniques/T1205,attack-pattern--451a9977-d255-43c9-b431-66de80130c8c,3.0,2026-04-15T22:44:32.591Z
attack-ent-t1205-001-port-knocking,enterprise,T1205.001,Port Knocking,true,https://attack.mitre.org/techniques/T1205/001,attack-pattern--8868cb5b-d575-4a60-acb2-07d37389a2fd,2.0,2026-04-15T22:44:49.425Z
attack-ent-t1205-002-socket-filters,enterprise,T1205.002,Socket Filters,true,https://attack.mitre.org/techniques/T1205/002,attack-pattern--005cc321-08ce-4d17-b1ea-cb5275926520,2.0,2026-04-15T22:45:22.463Z
attack-ent-t1207-rogue-domain-controller,enterprise,T1207,Rogue Domain Controller,false,https://attack.mitre.org/techniques/T1207,attack-pattern--564998d8-ab3e-4123-93fb-eccaa6b9714a,3.0,2026-04-16T20:07:52.911Z
attack-ent-t1210-exploitation-of-remote-services,enterprise,T1210,Exploitation of Remote Services,false,https://attack.mitre.org/techniques/T1210,attack-pattern--9db0cf3a-a3c9-4012-8268-123b9db6fd82,1.2,2025-10-24T17:49:09.112Z
attack-ent-t1211-exploitation-for-stealth,enterprise,T1211,Exploitation for Stealth,false,https://attack.mitre.org/techniques/T1211,attack-pattern--fe926152-f431-4baf-956c-4ad3cb0bf23b,2.0,2026-04-15T13:36:04.483Z
attack-ent-t1212-exploitation-for-credential-access,enterprise,T1212,Exploitation for Credential Access,false,https://attack.mitre.org/techniques/T1212,attack-pattern--9c306d8d-cde7-4b4c-b6e8-d0bb16caca36,1.6,2025-10-24T17:49:08.674Z
attack-ent-t1213-data-from-information-repositories,enterprise,T1213,Data from Information Repositories,false,https://attack.mitre.org/techniques/T1213,attack-pattern--d28ef391-8ed4-45dc-bc4a-2f43abf54416,3.4,2025-10-24T17:49:26.262Z
attack-ent-t1213-001-confluence,enterprise,T1213.001,Confluence,true,https://attack.mitre.org/techniques/T1213/001,attack-pattern--7ad38ef1-381a-406d-872a-38b136eb5ecc,1.1,2025-10-24T17:48:59.776Z
attack-ent-t1213-002-sharepoint,enterprise,T1213.002,Sharepoint,true,https://attack.mitre.org/techniques/T1213/002,attack-pattern--0c4b4fda-9062-47da-98b9-ceae2dcf052a,1.1,2025-10-24T17:48:22.832Z
attack-ent-t1213-003-code-repositories,enterprise,T1213.003,Code Repositories,true,https://attack.mitre.org/techniques/T1213/003,attack-pattern--cff94884-3b1c-4987-a70b-6d5643c621c3,1.2,2025-10-24T17:49:25.081Z
attack-ent-t1213-004-customer-relationship-management-sof,enterprise,T1213.004,Customer Relationship Management Software,true,https://attack.mitre.org/techniques/T1213/004,attack-pattern--bbfbb096-6561-4d7d-aa2c-a5ee8e44c696,1.0,2025-04-15T22:12:49.744Z
attack-ent-t1213-005-messaging-applications,enterprise,T1213.005,Messaging Applications,true,https://attack.mitre.org/techniques/T1213/005,attack-pattern--fb75213f-cfb0-40bf-a02f-3bad93d6601e,1.0,2025-04-15T22:48:58.763Z
attack-ent-t1213-006-databases,enterprise,T1213.006,Databases,true,https://attack.mitre.org/techniques/T1213/006,attack-pattern--248d3fe1-7fe1-4d71-91c7-8bb7ef35cad3,1.0,2025-10-21T23:54:04.429Z
attack-ent-t1216-system-script-proxy-execution,enterprise,T1216,System Script Proxy Execution,false,https://attack.mitre.org/techniques/T1216,attack-pattern--f6fe9070-7a65-49ea-ae72-76292f42cebe,3.0,2026-04-15T22:42:22.297Z
attack-ent-t1216-001-pubprn,enterprise,T1216.001,PubPrn,true,https://attack.mitre.org/techniques/T1216/001,attack-pattern--09cd431f-eaf4-4d2a-acaf-2a7acfe7ed58,3.0,2026-04-15T22:42:36.777Z
attack-ent-t1216-002-syncappvpublishingserver,enterprise,T1216.002,SyncAppvPublishingServer,true,https://attack.mitre.org/techniques/T1216/002,attack-pattern--e6f19759-dde3-47fc-99cc-d9f5fa4ade60,2.0,2026-04-15T22:42:56.654Z
attack-ent-t1217-browser-information-discovery,enterprise,T1217,Browser Information Discovery,false,https://attack.mitre.org/techniques/T1217,attack-pattern--5e4a2073-9643-44cb-a0b5-e7f4048446c7,2.0,2025-10-24T17:48:50.561Z
attack-ent-t1218-system-binary-proxy-execution,enterprise,T1218,System Binary Proxy Execution,false,https://attack.mitre.org/techniques/T1218,attack-pattern--457c7820-d331-465a-915e-42f85500ccc4,4.0,2026-04-15T22:37:10.607Z
attack-ent-t1218-001-compiled-html-file,enterprise,T1218.001,Compiled HTML File,true,https://attack.mitre.org/techniques/T1218/001,attack-pattern--a6937325-9321-4e2e-bb2b-3ed2d40b2a9d,3.0,2026-04-15T22:37:42.151Z
attack-ent-t1218-002-control-panel,enterprise,T1218.002,Control Panel,true,https://attack.mitre.org/techniques/T1218/002,attack-pattern--4ff5d6a8-c062-4c68-a778-36fc5edd564f,3.0,2026-04-15T22:37:43.971Z
attack-ent-t1218-003-cmstp,enterprise,T1218.003,CMSTP,true,https://attack.mitre.org/techniques/T1218/003,attack-pattern--4cbc6a62-9e34-4f94-8a19-5c1a11392a49,3.0,2026-04-15T22:37:18.154Z
attack-ent-t1218-004-installutil,enterprise,T1218.004,InstallUtil,true,https://attack.mitre.org/techniques/T1218/004,attack-pattern--2cd950a6-16c4-404a-aa01-044322395107,3.0,2026-04-15T22:39:41.457Z
attack-ent-t1218-005-mshta,enterprise,T1218.005,Mshta,true,https://attack.mitre.org/techniques/T1218/005,attack-pattern--840a987a-99bd-4a80-a5c9-0cb2baa6cade,3.0,2026-04-15T22:40:01.325Z
attack-ent-t1218-007-msiexec,enterprise,T1218.007,Msiexec,true,https://attack.mitre.org/techniques/T1218/007,attack-pattern--365be77f-fc0e-42ee-bac8-4faf806d9336,3.0,2026-04-15T22:40:01.230Z
attack-ent-t1218-008-odbcconf,enterprise,T1218.008,Odbcconf,true,https://attack.mitre.org/techniques/T1218/008,attack-pattern--6e3bd510-6b33-41a4-af80-2d80f3ee0071,3.0,2026-04-15T22:40:01.263Z
attack-ent-t1218-009-regsvcs-regasm,enterprise,T1218.009,Regsvcs/Regasm,true,https://attack.mitre.org/techniques/T1218/009,attack-pattern--c48a67ee-b657-45c1-91bf-6cdbe27205f8,3.0,2026-04-15T22:41:42.115Z
attack-ent-t1218-010-regsvr32,enterprise,T1218.010,Regsvr32,true,https://attack.mitre.org/techniques/T1218/010,attack-pattern--b97f1d35-4249-4486-a6b5-ee60ccf24fab,3.0,2026-04-15T22:41:58.327Z
attack-ent-t1218-011-rundll32,enterprise,T1218.011,Rundll32,true,https://attack.mitre.org/techniques/T1218/011,attack-pattern--045d0922-2310-4e60-b5e4-3302302cb3c5,3.0,2026-04-15T22:42:03.135Z
attack-ent-t1218-012-verclsid,enterprise,T1218.012,Verclsid,true,https://attack.mitre.org/techniques/T1218/012,attack-pattern--808e6329-ca91-4b87-ac2d-8eadc5f8f327,3.0,2026-04-15T22:42:21.088Z
attack-ent-t1218-013-mavinject,enterprise,T1218.013,Mavinject,true,https://attack.mitre.org/techniques/T1218/013,attack-pattern--1bae753e-8e52-4055-a66d-2ead90303ca9,3.0,2026-04-15T22:39:41.553Z
attack-ent-t1218-014-mmc,enterprise,T1218.014,MMC,true,https://attack.mitre.org/techniques/T1218/014,attack-pattern--ffbcfdb0-de22-4106-9ed3-fc23c8a01407,3.0,2026-04-15T22:39:47.445Z
attack-ent-t1218-015-electron-applications,enterprise,T1218.015,Electron Applications,true,https://attack.mitre.org/techniques/T1218/015,attack-pattern--561ae9aa-c28a-4144-9eec-e7027a14c8c3,2.0,2026-04-20T18:01:23.195Z
attack-ent-t1219-remote-access-tools,enterprise,T1219,Remote Access Tools,false,https://attack.mitre.org/techniques/T1219,attack-pattern--4061e78c-1284-44b4-9116-73e4ac3912f7,3.0,2025-10-24T17:48:42.154Z
attack-ent-t1219-001-ide-tunneling,enterprise,T1219.001,IDE Tunneling,true,https://attack.mitre.org/techniques/T1219/001,attack-pattern--77e29a47-e263-4f11-8692-e5012f44dbac,1.0,2025-04-22T16:34:13.454Z
attack-ent-t1219-002-remote-desktop-software,enterprise,T1219.002,Remote Desktop Software,true,https://attack.mitre.org/techniques/T1219/002,attack-pattern--d4287702-e2f7-4946-bdfa-2c7f5aaa5032,1.0,2025-04-16T16:42:15.226Z
attack-ent-t1219-003-remote-access-hardware,enterprise,T1219.003,Remote Access Hardware,true,https://attack.mitre.org/techniques/T1219/003,attack-pattern--a9fb6b3f-4a3c-4703-a4f1-f55f83d1e017,1.0,2025-05-02T19:13:42.314Z
attack-ent-t1220-xsl-script-processing,enterprise,T1220,XSL Script Processing,false,https://attack.mitre.org/techniques/T1220,attack-pattern--ebbe170d-aa74-4946-8511-9921243415a3,2.0,2026-04-15T22:53:58.559Z
attack-ent-t1221-template-injection,enterprise,T1221,Template Injection,false,https://attack.mitre.org/techniques/T1221,attack-pattern--dc31fe1e-d722-49da-8f5f-92c7b5aff534,2.0,2026-04-15T22:44:24.229Z
attack-ent-t1222-file-and-directory-permissions-modif,enterprise,T1222,File and Directory Permissions Modification,false,https://attack.mitre.org/techniques/T1222,attack-pattern--65917ae0-b854-4139-83fe-bf2441cf0196,3.0,2026-04-16T20:07:53.078Z
attack-ent-t1222-001-windows-permissions,enterprise,T1222.001,Windows Permissions,true,https://attack.mitre.org/techniques/T1222/001,attack-pattern--34e793de-0274-4982-9c1a-246ed1c19dee,2.0,2026-04-22T15:51:17.272Z
attack-ent-t1222-002-linux-and-mac-permissions,enterprise,T1222.002,Linux and Mac Permissions,true,https://attack.mitre.org/techniques/T1222/002,attack-pattern--09b130a2-a77e-4af0-a361-f46f9aad1345,2.0,2026-04-22T15:51:53.173Z
attack-ent-t1480-execution-guardrails,enterprise,T1480,Execution Guardrails,false,https://attack.mitre.org/techniques/T1480,attack-pattern--853c4192-4311-43e1-bfbb-b11b14911852,2.0,2026-04-15T20:03:40.312Z
attack-ent-t1480-001-environmental-keying,enterprise,T1480.001,Environmental Keying,true,https://attack.mitre.org/techniques/T1480/001,attack-pattern--f244b8dd-af6c-4391-a497-fc03627ce995,2.0,2026-04-15T20:07:10.470Z
attack-ent-t1480-002-mutual-exclusion,enterprise,T1480.002,Mutual Exclusion,true,https://attack.mitre.org/techniques/T1480/002,attack-pattern--49fca0d2-685d-41eb-8bd4-05451cc3a742,2.0,2026-04-15T20:07:21.724Z
attack-ent-t1482-domain-trust-discovery,enterprise,T1482,Domain Trust Discovery,false,https://attack.mitre.org/techniques/T1482,attack-pattern--767dbf9e-df3f-45cb-8998-4903ab5f80c0,1.2,2025-10-24T17:48:58.061Z
attack-ent-t1484-domain-or-tenant-policy-modification,enterprise,T1484,Domain or Tenant Policy Modification,false,https://attack.mitre.org/techniques/T1484,attack-pattern--ebb42bbe-62d7-47d7-a55f-3b08b61d792d,4.0,2026-04-16T20:07:53.114Z
attack-ent-t1484-001-group-policy-modification,enterprise,T1484.001,Group Policy Modification,true,https://attack.mitre.org/techniques/T1484/001,attack-pattern--5d2be8b9-d24c-4e98-83bf-2f5f79477163,2.0,2026-04-16T20:07:52.883Z
attack-ent-t1484-002-trust-modification,enterprise,T1484.002,Trust Modification,true,https://attack.mitre.org/techniques/T1484/002,attack-pattern--24769ab5-14bd-4f4e-a752-cfb185da53ee,3.0,2026-04-16T20:07:52.987Z
attack-ent-t1485-data-destruction,enterprise,T1485,Data Destruction,false,https://attack.mitre.org/techniques/T1485,attack-pattern--d45a3d09-b3cf-48f4-9f0f-f521ee5cb05c,1.4,2025-10-24T17:49:27.149Z
attack-ent-t1485-001-lifecycle-triggered-deletion,enterprise,T1485.001,Lifecycle-Triggered Deletion,true,https://attack.mitre.org/techniques/T1485/001,attack-pattern--1001e0d6-ee09-4dfc-aa90-e9320ffc8fe4,1.1,2025-04-15T19:58:06.787Z
attack-ent-t1486-data-encrypted-for-impact,enterprise,T1486,Data Encrypted for Impact,false,https://attack.mitre.org/techniques/T1486,attack-pattern--b80d107d-fa0d-4b60-9684-b0433e8bdba0,1.5,2025-10-24T17:49:16.589Z
attack-ent-t1489-service-stop,enterprise,T1489,Service Stop,false,https://attack.mitre.org/techniques/T1489,attack-pattern--20fb2507-d71c-455d-9b6d-6104461cf26b,1.4,2025-10-24T17:48:30.688Z
attack-ent-t1490-inhibit-system-recovery,enterprise,T1490,Inhibit System Recovery,false,https://attack.mitre.org/techniques/T1490,attack-pattern--f5d8eed6-48a9-4cdf-a3d7-d1ffa99c3d2a,1.6,2025-10-24T17:49:37.297Z
attack-ent-t1491-defacement,enterprise,T1491,Defacement,false,https://attack.mitre.org/techniques/T1491,attack-pattern--5909f20f-3c39-4795-be06-ef1ea40d350b,1.4,2025-10-24T17:48:49.761Z
attack-ent-t1491-001-internal-defacement,enterprise,T1491.001,Internal Defacement,true,https://attack.mitre.org/techniques/T1491/001,attack-pattern--8c41090b-aa47-4331-986b-8c9a51a91103,1.2,2025-10-24T17:49:05.030Z
attack-ent-t1491-002-external-defacement,enterprise,T1491.002,External Defacement,true,https://attack.mitre.org/techniques/T1491/002,attack-pattern--0cfe31a7-81fc-472c-bc45-e2808d1066a3,1.2,2025-10-24T17:48:23.460Z
attack-ent-t1495-firmware-corruption,enterprise,T1495,Firmware Corruption,false,https://attack.mitre.org/techniques/T1495,attack-pattern--f5bb433e-bdf6-4781-84bc-35e97e43be89,1.3,2025-10-24T17:49:37.207Z
attack-ent-t1496-resource-hijacking,enterprise,T1496,Resource Hijacking,false,https://attack.mitre.org/techniques/T1496,attack-pattern--cd25c1b4-935c-4f0e-ba8d-552f28bc4783,2.0,2025-10-24T17:49:24.276Z
attack-ent-t1496-001-compute-hijacking,enterprise,T1496.001,Compute Hijacking,true,https://attack.mitre.org/techniques/T1496/001,attack-pattern--a718a0c8-5768-41a1-9958-a1cc3f995e99,1.0,2025-04-15T22:08:46.014Z
attack-ent-t1496-002-bandwidth-hijacking,enterprise,T1496.002,Bandwidth Hijacking,true,https://attack.mitre.org/techniques/T1496/002,attack-pattern--718cb208-6446-4572-a2f0-9c799c60091e,1.0,2025-04-15T21:52:31.979Z
attack-ent-t1496-003-sms-pumping,enterprise,T1496.003,SMS Pumping,true,https://attack.mitre.org/techniques/T1496/003,attack-pattern--130d4494-b2d6-4040-bcea-6e59f05222fe,1.0,2025-04-15T23:02:00.718Z
attack-ent-t1496-004-cloud-service-hijacking,enterprise,T1496.004,Cloud Service Hijacking,true,https://attack.mitre.org/techniques/T1496/004,attack-pattern--924d273c-be0d-4d8d-af58-2dddb15ef1e2,1.0,2025-04-15T22:03:40.356Z
attack-ent-t1497-virtualization-sandbox-evasion,enterprise,T1497,Virtualization/Sandbox Evasion,false,https://attack.mitre.org/techniques/T1497,attack-pattern--82caa33e-d11a-433a-94ea-9b5a5fbef81d,2.0,2026-04-15T22:52:12.932Z
attack-ent-t1497-001-system-checks,enterprise,T1497.001,System Checks,true,https://attack.mitre.org/techniques/T1497/001,attack-pattern--29be378d-262d-4e99-b00d-852d573628e6,3.0,2026-04-15T22:51:53.404Z
attack-ent-t1497-002-user-activity-based-checks,enterprise,T1497.002,User Activity Based Checks,true,https://attack.mitre.org/techniques/T1497/002,attack-pattern--91541e7e-b969-40c6-bbd8-1b5352ec2938,2.0,2026-04-15T22:52:22.149Z
attack-ent-t1497-003-time-based-checks,enterprise,T1497.003,Time Based Checks,true,https://attack.mitre.org/techniques/T1497/003,attack-pattern--4bed873f-0b7d-41d4-b93a-b6905d1f90b0,3.0,2026-04-15T22:52:39.442Z
attack-ent-t1498-network-denial-of-service,enterprise,T1498,Network Denial of Service,false,https://attack.mitre.org/techniques/T1498,attack-pattern--d74c4a7e-ffbf-432f-9365-7ebf1f787cab,1.2,2025-10-24T17:49:28.162Z
attack-ent-t1498-001-direct-network-flood,enterprise,T1498.001,Direct Network Flood,true,https://attack.mitre.org/techniques/T1498/001,attack-pattern--0bda01d5-4c1d-4062-8ee2-6872334383c3,1.4,2025-10-24T17:48:22.567Z
attack-ent-t1498-002-reflection-amplification,enterprise,T1498.002,Reflection Amplification,true,https://attack.mitre.org/techniques/T1498/002,attack-pattern--36b2a1d7-e09e-49bf-b45e-477076c2ec01,1.4,2025-10-24T17:48:38.890Z
attack-ent-t1499-endpoint-denial-of-service,enterprise,T1499,Endpoint Denial of Service,false,https://attack.mitre.org/techniques/T1499,attack-pattern--c675646d-e204-4aa8-978d-e3d6d65885c4,1.2,2025-10-24T17:49:22.088Z
attack-ent-t1499-001-os-exhaustion-flood,enterprise,T1499.001,OS Exhaustion Flood,true,https://attack.mitre.org/techniques/T1499/001,attack-pattern--0df05477-c572-4ed6-88a9-47c581f548f7,1.2,2025-10-24T17:48:23.935Z
attack-ent-t1499-002-service-exhaustion-flood,enterprise,T1499.002,Service Exhaustion Flood,true,https://attack.mitre.org/techniques/T1499/002,attack-pattern--38eb0c22-6caf-46ce-8869-5964bd735858,1.4,2025-10-24T17:48:39.609Z
attack-ent-t1499-003-application-exhaustion-flood,enterprise,T1499.003,Application Exhaustion Flood,true,https://attack.mitre.org/techniques/T1499/003,attack-pattern--18cffc21-3260-437e-80e4-4ab8bf2ba5e9,1.3,2025-10-24T17:48:27.259Z
attack-ent-t1499-004-application-or-system-exploitation,enterprise,T1499.004,Application or System Exploitation,true,https://attack.mitre.org/techniques/T1499/004,attack-pattern--2bee5ffb-7a7a-4119-b1f2-158151b19ac0,1.3,2025-10-24T17:48:34.531Z
attack-ent-t1505-server-software-component,enterprise,T1505,Server Software Component,false,https://attack.mitre.org/techniques/T1505,attack-pattern--d456de47-a16f-4e46-8980-e67478a12dcb,1.5,2025-10-24T17:49:27.065Z
attack-ent-t1505-001-sql-stored-procedures,enterprise,T1505.001,SQL Stored Procedures,true,https://attack.mitre.org/techniques/T1505/001,attack-pattern--f9e9365a-9ca2-4d9c-8e7c-050d73d1101a,1.1,2025-10-24T17:49:38.624Z
attack-ent-t1505-002-transport-agent,enterprise,T1505.002,Transport Agent,true,https://attack.mitre.org/techniques/T1505/002,attack-pattern--35187df2-31ed-43b6-a1f5-2f1d3d58d3f1,1.1,2025-10-24T17:48:38.001Z
attack-ent-t1505-003-web-shell,enterprise,T1505.003,Web Shell,true,https://attack.mitre.org/techniques/T1505/003,attack-pattern--5d0d3609-d06d-49e1-b9c9-b544e0c618cb,1.5,2025-10-24T17:48:50.387Z
attack-ent-t1505-004-iis-components,enterprise,T1505.004,IIS Components,true,https://attack.mitre.org/techniques/T1505/004,attack-pattern--b46a801b-fd98-491c-a25a-bca25d6e3001,1.1,2025-10-24T17:49:15.437Z
attack-ent-t1505-005-terminal-services-dll,enterprise,T1505.005,Terminal Services DLL,true,https://attack.mitre.org/techniques/T1505/005,attack-pattern--379809f6-2fac-42c1-bd2e-e9dee70b27f8,1.0,2025-10-24T17:48:39.258Z
attack-ent-t1505-006-vsphere-installation-bundles,enterprise,T1505.006,vSphere Installation Bundles,true,https://attack.mitre.org/techniques/T1505/006,attack-pattern--f8ba7d61-11c5-4130-bafd-7c3ff5fbf4b5,1.0,2025-04-15T21:24:04.676Z
attack-ent-t1518-software-discovery,enterprise,T1518,Software Discovery,false,https://attack.mitre.org/techniques/T1518,attack-pattern--e3b6daca-e963-4a69-aee6-ed4fd653ad58,1.5,2025-10-24T17:49:31.671Z
attack-ent-t1518-001-security-software-discovery,enterprise,T1518.001,Security Software Discovery,true,https://attack.mitre.org/techniques/T1518/001,attack-pattern--cba37adb-d6fb-4610-b069-dd04c0643384,1.5,2025-10-24T17:49:23.401Z
attack-ent-t1518-002-backup-software-discovery,enterprise,T1518.002,Backup Software Discovery,true,https://attack.mitre.org/techniques/T1518/002,attack-pattern--4a6cfdae-1417-40c7-a84e-f59d21c58266,1.0,2025-10-22T03:53:48.786Z
attack-ent-t1525-implant-internal-image,enterprise,T1525,Implant Internal Image,false,https://attack.mitre.org/techniques/T1525,attack-pattern--4fd8a28b-4b3a-4cd6-a8cf-85ba5f824a7f,2.2,2025-10-24T17:48:45.786Z
attack-ent-t1526-cloud-service-discovery,enterprise,T1526,Cloud Service Discovery,false,https://attack.mitre.org/techniques/T1526,attack-pattern--e24fcba8-2557-4442-a139-1ee2f2e784db,1.4,2026-04-17T14:17:35.798Z
attack-ent-t1528-steal-application-access-token,enterprise,T1528,Steal Application Access Token,false,https://attack.mitre.org/techniques/T1528,attack-pattern--890c9858-598c-401d-a4d5-c67ebcdd703a,1.5,2025-10-24T17:49:04.660Z
attack-ent-t1529-system-shutdown-reboot,enterprise,T1529,System Shutdown/Reboot,false,https://attack.mitre.org/techniques/T1529,attack-pattern--ff73aa03-0090-4464-83ac-f89e233c02bc,1.5,2025-10-24T17:49:40.145Z
attack-ent-t1530-data-from-cloud-storage,enterprise,T1530,Data from Cloud Storage,false,https://attack.mitre.org/techniques/T1530,attack-pattern--3298ce88-1628-43b1-87d9-0b5336b193d7,2.2,2025-10-24T17:48:37.187Z
attack-ent-t1531-account-access-removal,enterprise,T1531,Account Access Removal,false,https://attack.mitre.org/techniques/T1531,attack-pattern--b24e2a20-3b3d-4bf0-823b-1ed765398fb0,1.5,2025-10-24T17:49:14.836Z
attack-ent-t1534-internal-spearphishing,enterprise,T1534,Internal Spearphishing,false,https://attack.mitre.org/techniques/T1534,attack-pattern--9e7452df-5144-4b6e-b04a-b66dd4016747,1.4,2026-04-17T14:23:56.376Z
attack-ent-t1535-unused-unsupported-cloud-regions,enterprise,T1535,Unused/Unsupported Cloud Regions,false,https://attack.mitre.org/techniques/T1535,attack-pattern--59bd0dec-f8b2-4b9a-9141-37a1e6899761,2.0,2026-04-15T22:48:40.705Z
